06443	Madison	CT	41.344481	-72.624521	18269
66047	Lawrence	KS	38.893051	-95.34616	18268
44053	Lorain	OH	41.426622	-82.225503	18256
84025	Farmington	UT	40.980801	-111.904831	18255
29102	Manning	SC	33.641983	-80.188481	18248
44706	Canton	OH	40.753525	-81.418645	18246
58203	Grand Forks	ND	47.970477	-97.16549	18229
87532	Espanola	NM	35.993867	-106.088977	18223
40361	Paris	KY	38.208885	-84.227201	18220
17821	Danville	PA	40.990142	-76.644205	18219
27527	Clayton	NC	35.653948	-78.381715	18216
70535	Eunice	LA	30.463256	-92.420164	18215
16201	Kittanning	PA	40.805185	-79.469413	18214
80403	Golden	CO	39.836967	-105.299574	18211
55309	Big Lake	MN	45.377728	-93.744336	18208
55102	Saint Paul	MN	44.931901	-93.121291	18207
01904	Lynn	MA	42.492456	-70.97393	18203
21050	Forest Hill	MD	39.585343	-76.392164	18202
98506	Olympia	WA	47.108292	-122.870623	18199
16125	Greenville	PA	41.406356	-80.372825	18186
44223	Cuyahoga Falls	OH	41.169665	-81.531057	18185
87508	Santa Fe	NM	35.527445	-105.96875	18183
59714	Belgrade	MT	45.980279	-111.129807	18182
45449	Dayton	OH	39.664065	-84.237773	18175
33761	Clearwater	FL	28.033061	-82.724374	18167
67208	Wichita	KS	37.703847	-97.279266	18161
08034	Cherry Hill	NJ	39.9061	-75.000375	18151
78584	Roma	TX	26.57331	-98.96276	18128
74354	Miami	OK	36.886136	-94.882511	18126
10605	White Plains	NY	41.010525	-73.745125	18126
44103	Cleveland	OH	41.519415	-81.642123	18123
77302	Conroe	TX	30.222077	-95.338869	18118
90265	Malibu	CA	34.066117	-118.846342	18116
46816	Fort Wayne	IN	41.000785	-85.036179	18116
27021	King	NC	36.319389	-80.338592	18106
85083	Phoenix	AZ	33.72457	-112.158548	18104
66210	Overland Park	KS	38.922144	-94.704779	18102
44820	Bucyrus	OH	40.817184	-82.974036	18102
19342	Glen Mills	PA	39.904122	-75.499422	18099
22066	Great Falls	VA	39.012386	-77.301969	18099
53012	Cedarburg	WI	43.314732	-88.034639	18097
60131	Franklin Park	IL	41.938755	-87.884263	18097
55362	Monticello	MN	45.292082	-93.838711	18089
35903	Gadsden	AL	34.02427	-85.863703	18088
85748	Tucson	AZ	32.218928	-110.75211	18087
02818	East Greenwich	RI	41.642919	-71.485719	18082
06850	Norwalk	CT	41.126683	-73.447459	18078
48879	Saint Johns	MI	43.003075	-84.577361	18075
06897	Wilton	CT	41.211277	-73.440974	18071
78752	Austin	TX	30.331813	-97.704287	18064
07070	Rutherford	NJ	40.820314	-74.106041	18061
14559	Spencerport	NY	43.18998	-77.819052	18057
62305	Quincy	IL	39.928189	-91.343938	18052
80212	Denver	CO	39.772047	-105.048027	18051
18612	Dallas	PA	41.346088	-75.98638	18051
08108	Collingswood	NJ	39.914668	-75.060862	18045
20905	Silver Spring	MD	39.109705	-76.988329	18044
79935	El Paso	TX	31.767715	-106.329332	18042
19440	Hatfield	PA	40.285998	-75.291149	18038
07067	Colonia	NJ	40.589252	-74.31131	18036
29671	Pickens	SC	34.934777	-82.728691	18030
46703	Angola	IN	41.649589	-85.00655	18029
48094	Washington	MI	42.733823	-83.048737	18028
16652	Huntingdon	PA	40.516022	-77.950096	18028
83204	Pocatello	ID	42.856338	-112.629866	18026
27344	Siler City	NC	35.722265	-79.433691	18022
80002	Arvada	CO	39.794822	-105.105292	18020
80124	Lone Tree	CO	39.532889	-104.891089	18020
85131	Eloy	AZ	32.672511	-111.547278	18017
44647	Massillon	OH	40.797864	-81.565063	18015
33991	Cape Coral	FL	26.625361	-82.026215	18010
90502	Torrance	CA	33.833181	-118.292062	18010
30307	Atlanta	GA	33.771079	-84.3336	18004
69361	Scottsbluff	NE	41.922838	-103.622904	17999
24333	Galax	VA	36.639975	-80.934776	17996
75146	Lancaster	TX	32.564518	-96.752223	17993
76310	Wichita Falls	TX	33.799085	-98.50984	17989
80223	Denver	CO	39.695794	-105.003843	17987
71602	White Hall	AR	34.266258	-92.145362	17982
38732	Cleveland	MS	33.758855	-90.725595	17981
16701	Bradford	PA	41.918454	-78.750607	17980
85139	Maricopa	AZ	32.979987	-112.144852	17979
87122	Albuquerque	NM	35.191009	-106.501625	17977
33565	Plant City	FL	28.085906	-82.148114	17975
68130	Omaha	NE	41.234208	-96.195267	17972
34113	Naples	FL	26.043649	-81.732424	17971
34286	North Port	FL	27.080871	-82.181256	17970
67042	El Dorado	KS	37.857264	-96.780718	17969
21108	Millersville	MD	39.090315	-76.621257	17964
11030	Manhasset	NY	40.793409	-73.688549	17962
87544	Los Alamos	NM	35.840713	-106.28809	17950
11436	Jamaica	NY	40.675807	-73.796622	17949
80528	Fort Collins	CO	40.494596	-105.004639	17946
45895	Wapakoneta	OH	40.577695	-84.154664	17945
19804	Wilmington	DE	39.716862	-75.617677	17944
80218	Denver	CO	39.731085	-104.970674	17928
45030	Harrison	OH	39.259888	-84.759577	17921
39562	Moss Point	MS	30.546682	-88.489452	17912
59808	Missoula	MT	46.971063	-114.111212	17904
19602	Reading	PA	40.32874	-75.914976	17900
33763	Clearwater	FL	28.002884	-82.743408	17887
46013	Anderson	IN	40.047934	-85.681768	17876
44278	Tallmadge	OH	41.106119	-81.424834	17868
12534	Hudson	NY	42.217345	-73.752256	17867
48838	Greenville	MI	43.183357	-85.256667	17863
37748	Harriman	TN	35.945607	-84.516324	17857
80121	Littleton	CO	39.610714	-104.949039	17853
95330	Lathrop	CA	37.808915	-121.312639	17853
18067	Northampton	PA	40.715038	-75.474675	17852
85739	Tucson	AZ	32.621072	-110.989667	17848
55441	Minneapolis	MN	45.006321	-93.424636	17848
37216	Nashville	TN	36.21658	-86.726854	17848
36693	Mobile	AL	30.625698	-88.149746	17847
80215	Denver	CO	39.744773	-105.115977	17843
61520	Canton	IL	40.539026	-90.023221	17839
95959	Nevada City	CA	39.347811	-120.918728	17838
34470	Ocala	FL	29.198907	-82.087425	17838
17512	Columbia	PA	40.040236	-76.486336	17836
17552	Mount Joy	PA	40.108352	-76.51092	17831
02359	Pembroke	MA	42.067804	-70.805713	17828
11362	Little Neck	NY	40.756574	-73.737845	17823
32829	Orlando	FL	28.484569	-81.246089	17822
33759	Clearwater	FL	27.975284	-82.701482	17820
29410	Hanahan	SC	32.93271	-80.002982	17816
34613	Brooksville	FL	28.579241	-82.568289	17814
77029	Houston	TX	29.759665	-95.256251	17814
14468	Hilton	NY	43.293956	-77.802049	17813
19046	Jenkintown	PA	40.101404	-75.105519	17809
18013	Bangor	PA	40.848762	-75.177293	17802
92585	Sun City	CA	33.746707	-117.172142	17797
29206	Columbia	SC	34.026415	-80.958995	17788
68128	La Vista	NE	41.182074	-96.065315	17784
80620	Evans	CO	40.373756	-104.717482	17775
63034	Florissant	MO	38.848304	-90.288423	17761
76031	Cleburne	TX	32.346162	-97.328078	17759
67226	Wichita	KS	37.773213	-97.213035	17757
63005	Chesterfield	MO	38.644214	-90.651407	17753
77551	Galveston	TX	29.278188	-94.83329	17753
76082	Springtown	TX	32.970044	-97.733748	17748
33606	Tampa	FL	27.917452	-82.452279	17746
29707	Fort Mill	SC	34.974384	-80.862388	17742
39531	Biloxi	MS	30.403986	-88.966183	17736
08505	Bordentown	NJ	40.103026	-74.733455	17736
20017	Washington	DC	38.938188	-76.992126	17735
38478	Pulaski	TN	35.232881	-87.005872	17733
11021	Great Neck	NY	40.784319	-73.731488	17729
01742	Concord	MA	42.462911	-71.364496	17726
79108	Amarillo	TX	35.307898	-101.690933	17726
33304	Fort Lauderdale	FL	26.140411	-80.121184	17724
29536	Dillon	SC	34.419502	-79.373048	17722
07834	Denville	NJ	40.887246	-74.490462	17722
48240	Redford	MI	42.42446	-83.3013	17722
61550	Morton	IL	40.610249	-89.441854	17721
17019	Dillsburg	PA	40.094022	-77.022058	17721
15220	Pittsburgh	PA	40.419506	-80.047768	17718
06062	Plainville	CT	41.673639	-72.859729	17715
98005	Bellevue	WA	47.614533	-122.168798	17714
33774	Largo	FL	27.883819	-82.827877	17712
02171	Quincy	MA	42.29331	-71.018208	17711
48323	West Bloomfield	MI	42.570804	-83.377909	17708
85715	Tucson	AZ	32.246722	-110.836178	17702
07405	Butler	NJ	40.987841	-74.378188	17701
01301	Greenfield	MA	42.626761	-72.60153	17700
38107	Memphis	TN	35.170165	-90.023442	17698
79415	Lubbock	TX	33.700795	-101.896988	17689
17401	York	PA	39.959462	-76.733457	17687
40212	Louisville	KY	38.271962	-85.799332	17685
65270	Moberly	MO	39.413639	-92.39495	17681
06032	Farmington	CT	41.731051	-72.857096	17675
94563	Orinda	CA	37.87992	-122.184572	17672
32206	Jacksonville	FL	30.350191	-81.638776	17669
96768	Makawao	HI	20.832264	-156.297856	17668
